기능,행,구분,code,type,severity,source_system,instance,index,대상,component,조건/내용,message,영향,권장 조치,근거,현재 구현 여부,감지 방식 설명
,감지,알람,A-QOS-009,threshold_crossed,minor~critical(단계),SIG_SVR_01,CSP,1,,cps,"Signaling inflow is {observed} CPS (CRI:{crit}, MAJ:{maj}, MIN:{min})",,,,,구현,"신규 INVITE(To tag 부재, 트랜잭션 dedup 후) 유입의 윈도우 평균 rate — 상한 단계 임계 Setup.SipStats.Cps*(기본 0=off — 수용량 종속, 배포별 설정). route 별 cps_limit 강제는 별개 미구현(overload 행 참조)"
CSCF,정의,알람,A-QOS-010,resource_exhausted,major,,,,,dialogs,다이얼로그/트랜잭션 자원 고갈,Dialog/transaction resources exhausted ({used}/{max}),신규 호 수용 불가,세션 누수/폭주 원인 확인,vIBCF F4009·F400A,,
CSCF,정의,알람,A-QOS-011,threshold_crossed,minor,,,,,sip/rx_error,SIP 수신 이상(파싱 실패·규격 위반) 급증 — 경계(IBCF) 접속점 포함,SIP receive errors surging: {count} malformed/invalid messages in {window}s (top source {ip}),피어 오동작/공격/호환성 문제 진행,소스 IP 분포 확인·차단/억제 검토,vIBCF A0081·F4002,,
,감지,알람,A-QOS-011,threshold_crossed,minor,SIG_SVR_01,CSP,1,,sip/rx_error,SIP receive errors surging: {count} malformed/invalid messages in {window}s (top source {ip}),,,,,구현,"스택 파싱 실패 카운터 — 종전 무응답 침묵 폐기 지점(SipStackComm.hpp RecvSipMessage) 계측, 소스 IP 동반(상위 32 추적, 윈도우 리셋). 윈도우당 건수 ≥ Setup.SipStats.RxErrorMinor(기본 10) 시 minor 발화, 최다 소스 params(ip/top_count) 동반. 보안 콜백 차단분은 별도 카운터(비알람). 사전 필터(100바이트 미만 UDP)는 관측 밖 — CRLF keepalive 오탐 방지"
CSCF,정의,알람,A-SEC-001,security_violation,major,,,,,auth,인증 실패 급증(크리덴셜 스터핑/무차별 대입 의심),Authentication failure surge: {count} failures in {window}s (top source {ip}),계정 탈취 시도 진행 가능,소스 분포 확인·차단·계정 보호,X.736,,
CSCF,정의,알람,A-PRC-020,listener_unavailable,major,,,,CSC,csc_if,가입자/그룹 변경 통지 수신 접속점(UDP) 개설 실패,Subscriber-notify listener unavailable: {port} ({error}),프로비저닝 변경이 시그널링에 미반영(stale 데이터로 서비스),포트 점유/설정 확인,TS 24.229(HSS 상당),,
,감지,알람,A-PRC-020,listener_unavailable,major,SIG_SVR_01,CSP,1,,csc_if,CSC 연동용 UDP 포트 바인딩 실패(4421) — 가입자/그룹 변경 통지 수신 불가,,,,,후보,bind 실패 시 리스너 스레드 조용히 종료(CscInterface.cpp:111-114)·socket() 실패(:77-80)도 동일·잘못된 bind IP 는 무통보 INADDR_ANY fallback(:102-105). Start() 가 bind 결과와 무관하게 true 반환(:44-50)하는 결함 동반 수정(CspServer.cpp:355 체크 무의미). COM-001 에서 재분류 — 자기 listen 포트 개설 실패는 connection_lost 가 아님
CSCF,정의,알람,A-PRC-023,storage_failure,major,,,,,state_files,실시간 가입자/호 상태 파일 기록 실패,Realtime state file writes failing ({path}: {errno}),콘솔 실시간 현황 정지(호 처리는 정상 — 무성 관측 공백),상태 파일 볼륨/권한 확인,X.733,,
,감지,알람,A-PRC-023,storage_failure,major,SIG_SVR_01,CSP,1,,state_files,실시간 가입자 상태 파일(state/volte·ptt) 쓰기 실패 — 콘솔 실시간 현황 정지,,,,,후보,"_atomicWrite 가 fopen 실패 조용히 return·fwrite/rename 반환 미검사(CallDir.h:750-757), 소비자는 _writeVoipState/_writePttState/_promoteVoipStates(:769·:781·:830) — 전부 실시간 상태 파일. call_dir 행에서 분리(구 CSV 가 이 코드를 CDR 로 오지목)"
CSCF,정의,알람,A-COM-017,connection_lost,minor,,,,REDIS,redis,등록 상태 복제 저장소(Redis) 연결 두절 — HA 등록 인계 불능(cold-mode 강등),"Registration replication store (Redis) connection lost (host={host}, port={port})",절체 시 등록 상태 미인계(재등록 강제),Redis 서버/인증/네트워크 확인,X.733,,
,감지,알람,A-COM-017,connection_lost,minor,SIG_SVR_01,CSP,1,REDIS,redis,Redis(등록 상태 복제) 연결 실패 — HA cold-mode 강등,,,,,후보(선행 필요),연결/AUTH/PING 실패 지점 존재(RedisStore.cpp:53-80)나 재접속 루프가 없어 close 전이 불가 — 재접속 루프 신설 선행. hiredis 미빌드 cold-mode(:83-89)는 상시 상태라 비대상(설정 감사 소관)
CSCF,정의,이벤트,E-AUD-005,config_changed,-,,,,,,"event=listener_changed. SIP 접속점 추가/제거(proto, port) — 무중단 변경",SIP listener {action}: {proto}:{port},,,X.740,,
,감지,이벤트,E-AUD-005,listener_added,-,SIG_SVR_01,CSP,1,,,"SIP 리스너 추가(proto, port) — 무중단 접속점 변경",,,,,후보,kind=audit. 리스너 Sync 의 add 성공 지점(CspListenerManager.cpp:179-189)
,감지,이벤트,E-AUD-005,listener_removed,-,SIG_SVR_01,CSP,1,,,"SIP 리스너 제거(proto, port) — 무중단 접속점 변경",,,,,후보,kind=audit. 리스너 Sync 의 remove 지점(CspListenerManager.cpp:167-172)
CSCF,정의,이벤트,E-AUD-006,config_changed,-,,,,,,event=subscriber_config_changed. 가입자/그룹 설정 변경 반영(원천 통지 기인),"Subscriber/group configuration updated ({entity}, {count} entries)",,,X.740,,
,감지,이벤트,E-AUD-006,csc_resync_requested,-,SIG_SVR_01,CSP,1,CSC_01,,CSC 재기동에 의한 가입자/그룹 전량 재동기 수행,,,,,후보,kind=audit. CSC_RESTART 수신 처리(CscInterface.cpp:278-288)
,감지,이벤트,E-AUD-006,group_config_changed,-,SIG_SVR_01,CSP,1,,,그룹 설정 변경 반영(gid — CSC 통지 기인),,,,,후보,kind=audit. GROUP_CHANGED 수신 처리(CscInterface.cpp:205-218 → GroupCallService.cpp:1103-1113). 발생 빈도가 높아 이벤트 보존 정책 확인 필요
,감지,이벤트,E-AUD-006,user_config_changed,-,SIG_SVR_01,CSP,1,,,가입자 설정 변경 반영(uri — CSC 통지 기인),,,,,후보,kind=audit. USER_CHANGED 수신 처리(CscInterface.cpp:294-318 — DELETE 캐시 제거 :305 / POST·PUT ReloadFromDb :310). 그룹보다 빈도 높음 — 보존 정책 동반 확인. User not found in DB(:314)는 params 로
,감지,이벤트,E-AUD-006,config_change,-,SUB_SVR_01,CSC,1,,,설정/데이터 변경 감사,,,,,후보,"kind=audit. fm_catalog 선언·발신 헬퍼(audit_config_change mcptt.py:673-701) 기성이나 호출자 0건 — 가입자/그룹/조직 CUD 18개 지점(admin 13/org 5, 실측 일치) 배선 + mo 는 <node>/csc/config/<entity> 로 교정 완료 + entity 어휘 신설(_CONFIG_EVENT_BY_ENTITY :631-636 이 listener/trunk/route/access — CSP 잔재). 카탈로그 선언↔구현 일치 규약의 현행 예외(설명서 CSC 절 참조)"
CSCF,정의,이벤트,E-STC-005,mode_transition,-,,,,,,event=db_fallback_changed. 원천 장애로 폴백 모드 진입/해제,DB fallback mode {action} ({reason}),,,X.731,,
,감지,이벤트,E-STC-005,db_fallback_entered,-,SIG_SVR_01,CSP,1,DB,,DB 장애로 파일(User/Group JSON) fallback 모드 진입,,,,,후보(선행 필요),kind=stateChange. 런타임 전환 지점이 없음 — fallback 분기는 기동 시 1회만 평가(CspServer.cpp:325-338)
,감지,이벤트,E-STC-005,db_fallback_exited,-,SIG_SVR_01,CSP,1,DB,,DB 복구로 fallback 모드 해제(DB primary 복귀),,,,,후보(선행 필요),kind=stateChange. 위와 동일 — 런타임 전환 코드 신설 선행
IBCF,정의,알람,A-COM-005,connection_lost,critical,,,,PEER,peer/<ic>,상호접속 대국(타 사업자 IBCF/MSS) keepalive(OPTIONS) 무응답,Interconnect peer {peer} unreachable: OPTIONS keepalive timeout — NNI route down,해당 NNI 경로 전면 불통 — 사업자간 소통 단절,대국사 확인·경로 우회·차단 여부 확인 — 대국마다 개별 발화,TS 29.165 / vIBCF A0061,,
IBCF,정의,알람,A-QOS-012,threshold_crossed,minor~critical(단계),,,,PEER,peer/<ic>/success_rate,대국별 호 성공률/응답률 하한,"Call success rate toward peer {peer} is {observed}% (CRI:{crit}, MAJ:{maj}, MIN:{min})",특정 대국 방향 품질 저하 — 대국 측 이상 조기 검출,대국별 실패 코드 분포 확인·대국사 통보,vIBCF A0075~77,,
IBCF,정의,알람,A-QOS-013,threshold_crossed,minor~major(단계),,,,PEER,peer/<ic>/reason/<code>,대국별 특정 실패 응답(503/486/408 등) 급증,"Failure response {code} toward peer {peer} surging: {count} in {window}s (MAJ:{maj}, MIN:{min})",특정 실패 모드 진행(대국 과부하·번호 오류 등),해당 reason 의 호 이력/추적으로 원인 규명,vIBCF A0084,,
IBCF,정의,알람,A-QOS-014,threshold_crossed,minor~major(단계),,,,PEER,peer/<ic>/rtt,대국별 신호 RTT 임계,Signaling RTT to peer {peer} is {observed}ms (threshold {threshold}ms),경로 지연 — 체감 품질 저하·타임아웃 전조,전송망 상태 확인,vIBCF A0083,,
IBCF,정의,알람,A-COM-006,connection_lost,critical,,,,CMP,cmp,경계 미디어 릴레이(CMP — TrGW 역할) 제어 두절 — CSP 동거 배치에서는 A-COM-007 로 수렴 발화(수록 원칙 참조),Border media relay (CMP) control lost (endpoint {ep}),경계 호 미디어 수립 전면 불가,릴레이 프로세스/제어 채널 확인,TS 29.165(Ix),,
IBCF,정의,알람,A-SEC-002,security_violation,major,,,,,fraud,사기 호/스캐너/비인가 트래픽 탐지 급증(경계 특성),Fraud/scanner traffic detected: {count} suspicious requests in {window}s (top source {ip}),부정 사용(toll fraud)·자원 잠식 진행 가능,소스 차단·패턴 갱신·유입 경로 확인,X.736,,
IBCF,정의,이벤트,E-AUD-007,admin_action,-,,,,PEER,,event=peer_blocked. 대국 수동 차단/해제(Manual Block) — 운영 개입 감사,Peer {peer} manually {action} by {actor},,,vIBCF A0023,,
IBCF,정의,이벤트,E-STC-006,availability_transition,-,,,,PEER,,event=peer_state_changed. 대국 가용 상태 전이(alive↔dead),Peer {peer} state changed: {from} -> {to},,,X.731,,
TAS,정의,알람,A-PRC-013,storage_failure,critical,,,,,cdr,CDR(호 이력) 기록 실패 지속,"CDR write failures persist on {path} ({errno}, {count} records affected)",호 이력 유실 — 정산/분쟁 대응 근거 상실·법적 문제,호 이력 볼륨/기록 경로 확인·유실 구간 산정,vIBCF A0090,,
,감지,알람,A-PRC-013,storage_failure,critical,SIG_SVR_01,CSP,1,,call_dir,호이력(CDR) 파일 쓰기 실패 — 과금/이력 유실,,,,,후보,CallDir 의 append fopen 11개 지점(CallDir.h:86·156·184·212·407·436·554·577·604·622·638)이 전부 if(f) silent — 공용 쓰기 헬퍼가 없어 실패 카운터 신설 시 12곳 통합 대상. CDR 은 전부 파일 기반(DbManager 의 InsertCallLog 등은 no-op)
,감지,알람,A-PRC-013,storage_failure,critical,SIG_SVR_01,CSP,1,,call_dir/root,호이력 루트 디렉터리 부재/접근 불가(NAS mount 소실) — 전 호 무기록 통과,,,,,후보(선행 필요),"Init 의 MkdirP 3회 반환 무시(CallDir.h:20-27), IsEnabled() 는 경로 문자열 비었는지만 검사(:30-32)라 마운트 소실에도 true — 주기 write probe(60s W_OK/probe 파일) 신설 선행"
TAS,정의,알람,A-COM-007,connection_lost,major~critical,,,,CMP,cmp,미디어서버(CMP — MRF 역할) 제어 두절(안내방송/녹취/컨퍼런스용) — CSP 동거 배치의 CMP 두절 수렴 발화 대표 정의(A-COM-006/A-COM-008 흡수: 전체 두절 critical·endpoint 단위 major),Media plane (CMP) control lost — media setup/announcement/recording/floor control unavailable,미디어 의존 기능 전면 불가 — 경계 미디어·안내방송/녹취/컨퍼런스·그룹콜 발언권 제어(IBCF/TAS/PTT-AS 역할 합집합),CMP 프로세스/제어 채널 상태 확인,TS 23.333(MRF 상당),,
,감지,알람,A-COM-007,connection_lost,major,SIG_SVR_01,CSP,1,CMP_01,cmp/<ep>,"CMP endpoint connection lost(IP, Port) — 해당 노드 신규 세션 배정 제외",,,,,후보,HEARTBEAT(3s 주기) 3연속 무응답 → DEAD 전이(EndpointHealth.bLive) / RECOVERED 시 close. endpoint 마다 개별 발화. 전이 훅 기성 (CmpClient.cpp:1321-1340). 전제: 제어 소켓 Init 실패 시 KeepAliveLoop 자체 미기동 — 판정 루프 부재(cmp_ctrl 행 참조)
,감지,알람,A-COM-007,connection_lost,critical,SIG_SVR_01,CSP,1,CMP,cmp,전체 CMP 두절(live endpoint 0) — 신규 미디어 배정 전면 불가,,,,,구현,"CmpClient SetConnectionCallback(전체 미디어평면 up/down 전이) 훅에서 A-COM-007 open/close (CspServer.cpp — mo=<서버명>/csp/cmp). IBCF/TAS/PTT-AS 의 CMP 두절 요구를 대표 정의로 수렴(영향은 역할 합집합, severity critical). endpoint 단위(cmp/<ep>)는 후보 잔존"
TAS,정의,알람,A-QOS-015,threshold_crossed,minor~major(단계),,,,,svc/failure_rate,부가서비스 로직 실행 실패율 임계(전환·착신전환·발신제한 등 적용 실패),"Supplementary service failure rate is {observed}% (service {svc}, MAJ:{maj}, MIN:{min})",가입자 체감 기능 오동작 확산,실패 서비스 유형 분포·설정/원천 데이터 확인,TS 24.229(AS),,
TAS,정의,알람,A-PRC-019,listener_unavailable,critical,,,,,media_ctrl/<plane>,미디어평면 제어 접속점(CMP/CMDP 제어 소켓) 개설 실패 — 두절 판정(A-COM-007 계열) 이전 단계의 자기 결함,Media-plane control socket unavailable: {plane} ({error}),미디어 제어 전면 불가 + 두절 감시 자체 미기동(침묵 위험) — 평면(cmp/cmdp)마다 개별 발화,소켓/포트 점유·설정 확인 후 재기동,X.733,,
,감지,알람,A-PRC-019,listener_unavailable,critical,SIG_SVR_01,CSP,1,,cmp_ctrl,CMP 제어 소켓 개설/바인딩 실패 — 미디어 제어 전면 불가 + CMP 두절 판정 루프 자체 부재,,,,,후보(선행 필요),"socket/bind 실패 시 Init false(CmpClient.cpp:152-166)인데 기동은 계속(CspServer.cpp:248-250 — 로그 2회 출력뿐) + KeepAliveLoop 미기동(:180-183) → CMP endpoint/전체 두절 알람이 영구 침묵. open 은 Init 반환값 1회 판정, close 는 재bind 재시도 루프 신설 선행"
,감지,알람,A-PRC-019,listener_unavailable,critical,SIG_SVR_01,CSP,1,,cmdp_ctrl,CMDP 제어 소켓 개설 실패 — MCData 미디어평면 영구 비활성,,,,,후보(선행 필요),Init 실패 시 return 뿐(CmdpClient.cpp:75-92 / McDataMediaService.cpp:28-31) — 이벤트 콜백 배선·keepalive 모두 미기동. cmp_ctrl 과 동형
TAS,정의,이벤트,E-AUD-008,config_changed,-,,,,,,event=service_config_changed. 부가서비스 설정 변경 감사,Supplementary service configuration changed ({service}) by {actor},,,X.740,,
PTT-AS,정의,알람,A-COM-008,connection_lost,critical,,,,CMP,cmp,미디어평면(CMP — floor 제어 담당) 두절 — CSP 동거 배치에서는 A-COM-007 로 수렴 발화(수록 원칙 참조),Media plane (CMP) lost — floor control unavailable (endpoint {ep}),그룹콜·발언권 제어 전면 불가,미디어평면 상태/제어 채널 확인,TS 23.379,,
PTT-AS,정의,알람,A-COM-009,connection_lost,major,,,,CSC,csc/<svc>,그룹/설정/신원 관리 서버(GMS/CMS/IdMS) 연동 두절,Management server {svc} (CSC) connection lost (host={host}),프로비저닝·affiliation·인증 갱신 정지,관리 서버 상태 확인 — 서버마다 개별 발화,TS 23.379,,
PTT-AS,정의,알람,A-PRC-014,state_out_of_sync,major,,,,CMP,group_ctx/<gid>,그룹 컨텍스트(정원·우선순위·로스터) 미디어평면 정합 실패 지속,Group context sync with media plane failing (group {gid}),통화는 되나 정책이 옛 값인 무성 장애,재수립 실패 원인 확인·수동 재동기 — 그룹마다 개별 발화,TS 24.380,,
,감지,알람,A-PRC-014,state_out_of_sync,major,SIG_SVR_01,CSP,1,,group_ctx/<gid>,그룹 CMP 컨텍스트 재수립 지속 실패(gid) — floor 정책/로스터 CMP 영구 미반영,,,,,후보,ModifyGroup 실패 → AddGroup 멱등 재수립 → 둘 다 실패 시 LOG_ERROR 만(GroupCallService.cpp:1170-1179). 60s SyncGroupsState(:1090-1098) 재평가로 전이 자연 — 같은 gid 연속 2~3 cycle 실패 open / 성공 close. 그룹마다 개별 발화. 통화는 되는데 정원·우선순위가 옛 값인 무성 장애
PTT-AS,정의,알람,A-COM-010,delivery_failed,major,,,,,floor/<gid>,floor 제어 메시지 전달 실패 지속(암호화 실패 포함),"Floor control message delivery failing (group {gid}, {count} consecutive, {reason})",그룹 발언권 마비(미디어는 지속될 수 있음),키/암호화 컨텍스트·전달 경로 확인,TS 24.380,,
,감지,알람,A-COM-010,delivery_failed,minor,MED_SVR_01,CMP,1,,floor_rx/<gid>,floor SRTCP 수신 거부 지속 — 그룹 전원 발언 불가(키 불일치),,,,,후보,++_floorCryptoDrop(PMcpttGroup.cpp:441-444) → STATS floor_crypto_drop 집계 기성(PCmpServer.cpp:696-700). 창당 증가율 임계 전이 — 정상 floor 수신 0 + drop 증가 조합으로 위조 시도와 구분
PTT-AS,정의,알람,A-QOS-016,threshold_crossed,minor~critical(단계),,,,,group/setup_success_rate,그룹콜 수립 성공률 하한,"Group call setup success rate is {observed}% (CRI:{crit}, MAJ:{maj}, MIN:{min})",그룹 통신 품질 저하 확산,실패 단계(시그널링/미디어/floor) 구분,vIBCF A0075 준용,,
PTT-AS,정의,알람,A-QOS-017,threshold_crossed,critical,,,,,emergency,긴급/임박위험 호 처리 실패 발생(낮은 임계 — 소수 건도 즉시),Emergency call handling failed: {count} emergency/imminent-peril calls failed in {window}s,인명 직결 기능 실패 — 최우선 대응,실패 호 즉시 추적·우선처리 경로 점검,TS 23.379(우선 처리),,
PTT-AS,정의,알람,A-QOS-018,resource_exhausted,major,,,,,affiliation,affiliation/그룹 수용 한계 도달,Affiliation/group capacity reached ({used}/{max}),신규 그룹 가입/활성화 거절,수용 상한·부하 분산 확인,TS 24.379,,
PTT-AS,정의,알람,A-PRC-015,cert_expiring,warning,,,,,kms,보안키(KMS) 자재 만료 임박/획득 실패,KMS key material expires in {days} days or acquisition failed,암호화 그룹 통신 불능 예고,키 갱신 경로/KMS 연동 확인,TS 33.180,,
,감지,알람,A-PRC-015,redundancy_degraded,critical,SIG_SVR_01,AGENT,1,,ha/arm/<svc>,HA 무장 실패 — vrrp_instance 가 렌더됐는데 keepalived 가 inactive (VIP 주인 부재 → cold 모듈 전면 미기동),,,,,후보,cims-ha apply 가 사후검증으로 실패를 판정하고 진단(unit 상태·dpkg -V·journal tail)을 job 결과에 싣는다(ha.sh apply 종단). 남은 것은 heartbeat 노출 + 규칙 평가 — agent 가 ha_state 에 armed_but_inactive 를 실어 보내고 OAM 이 check=ha_arm_failed 로 평가하면 된다. 이 공백 탓에 Control 그룹 MASTER 부재가 무알람으로 지나가 관리평면(oam/oam-svc/csc) 전면 정지가 콘솔에 드러나지 않았다(실측)
PTT-AS,정의,알람,A-COM-016,connection_lost,major,,,,CMDP,cmdp,MCData 미디어평면(CMDP) 두절 — 대용량 SDS/FD 전면 실패,"MCData media plane (CMDP) connection lost (host={host}, port={port})",대용량 SDS(MSRP)·FD 수발신 전면 실패,CMDP 프로세스/제어 채널 확인,TS 23.282,,
,감지,알람,A-COM-016,connection_lost,major,SIG_SVR_01,CSP,1,CMDP_01,cmdp,"CMDP connection lost(IP, Port) — 대용량 SDS MSRP 세션 전량 실패(500)",,,,,후보,HEARTBEAT 3연속 실패 전이는 존재하나 SetConnectionCallback 미배선 (CmdpClient.cpp:386-414 / McDataMediaService.cpp:33-34 는 SetEventCallback 만). 전제: Init 실패 시 keepalive 미기동(cmdp_ctrl 행 참조)
PTT-AS,정의,알람,A-PRC-024,storage_failure,major,,,,,group_dir,그룹 정본 파일 적재 실패(DB fallback 모드),Group directory load failing ({path}: {error}),그룹 서비스 전면 불가(fallback 모드에서 정본 상실),그룹 파일 디렉터리/권한 확인,TS 24.481,,
,감지,알람,A-PRC-024,storage_failure,major,SIG_SVR_01,CSP,1,,group_dir,그룹 파일 디렉터리 읽기 실패(DB fallback 모드) — 그룹 서비스 전면 불가,,,,,후보,GroupMap.ReadDir 실패 전이(GroupMap.cpp:56-65). 현재 호출자가 반환값을 무시
PTT-AS,정의,이벤트,E-STC-007,mode_transition,-,,,,,,"event=emergency_mode_changed. 그룹/사용자 긴급 모드 진입/해제(gid, uri)","Emergency mode {action} (group {gid}, user {uri})",,,TS 23.379,,
PTT-AS,정의,이벤트,E-AUD-009,config_changed,-,,,,,,event=affiliation_changed. 그룹 affiliation 변경 반영,"Affiliation updated (group {gid}, {count} members)",,,TS 24.379,,
PTT-AS,정의,이벤트,E-AUD-010,config_changed,-,,,,,,event=regroup_changed. ad-hoc/regroup 생성·해제,"Regroup {action} (group {gid}, {scope})",,,TS 23.379,,
MRF,정의,알람,A-QOS-002,resource_exhausted,major,,,,,<pool>,미디어 자원 풀(포트/floor/멤버 유닛) 완전 고갈,Media resource pool {pool} exhausted ({used}/{total}) — new allocations rejected,신규 배정 불가(NO_RESOURCE) — 풀마다 개별 발화,점유 원인(누수/폭주) 확인·용량 증설,vIBCF F5011·타입40,,
,감지,알람,A-QOS-002,resource_exhausted,major,SIG_SVR_01,CSP,1,CMP_01,cmp/<ep>,CMP endpoint 자원 포화(free ports 0) — 해당 노드 ring 배정 제외,,,,,후보,"HEARTBEAT 응답 iFreePorts 기반 bSaturated open/close 전이 기성 — DEAD 전이와 같은 훅 (CmpClient.cpp:1341-1349, 판정 입력 :487-529). bSatKnown=false(지표 미탑재)면 판정 보류라 오탐 없음. CMP 자기보고 QOS-002(자원 관점)와 상보 — 이 행은 배정 제외 관점. endpoint 마다 개별 발화"
,감지,알람,A-QOS-002,resource_exhausted,major,MED_SVR_01,CMP,1,,<pool>,"미디어 자원 풀 완전 고갈(pool, used, total) — 신규 할당 불가(NO_RESOURCE)",,,,,구현,fmMonitorLoop(1s)가 3개 풀 free==0 전이 감시 / 여유 회복 시 close (PCmpServer.cpp:159-192). 풀마다 개별 발화 — 실제 component 는 rtp_pool|ptt_floor_pool|ptt_member_pool(:175-177). 한계: total<=0 판정 제외(:180)는 실측 크기를 쓰는 ptt 2풀에만 사각(전량 bind 실패 무알람) — rtp_pool 은 분모가 설정값(_rtpPoolSize :168)이라 전량 실패에도 열림(capacity_degraded 상황의 오분류). params 가 항상 used=total(:184-185)로 렌더 + rtp total 이 실측과 불일치. FM 비활성이면 모니터 스레드 자체 미기동(:139-152)
,감지,알람,A-QOS-002,resource_exhausted,major,MED_SVR_01,CMDP,1,,connections,MSRP 연결 수 포화(상한 1024) — 신규 연결 거절,,,,,후보,"kMaxConnections(:31 하드코딩) 도달 시 즉시 close 거절(PCmdpServer.cpp:580-585 — LOG_WARN 만·카운터 없음) — open 훅 기성, close 는 timeoutLoop 재평가 1줄. STATS.connections 노출 중. 전제 결함: idle 회수 부재·send 오류 markClosed 미호출로 좀비 잔존 시 영구 open — 연결 누수 행 선행/동반"
MRF,정의,알람,A-QOS-024,threshold_crossed,minor~critical(단계),,,,,rtp_ports,미디어 포트 풀 사용률 단계 임계 — 노드별 발화(완전 고갈 A-QOS-002 의 전 단계 경보),"RTP port usage is {observed}% (CRI:{crit}, MAJ:{maj}, MIN:{min})",포트 고갈 임박 — 신규 미디어 세션 실패 위험,동시 세션/누수 점검·포트 풀 증설,vIBCF A0012~14 준용,,
,감지,알람,A-QOS-024,threshold_crossed,minor~critical(단계),MGMT_SVR_01,OAM-SVC,1,CMP_01,rtp_ports,RTP 포트 사용률 단계 임계(80/90/95),,,,,구현,CMP STATS 응답 기반(check=rtp_pct_gte) — 노드별 평가·발화(mo=<서버명>/cmp/rtp_ports). 완전 고갈 자기보고(CMP A-QOS-002)와 역할 분담
MRF,정의,알람,A-QOS-019,capacity_degraded,major,,,,,<pool>,설정 대비 실효 용량 미달(bind/초기화 부분 실패),Effective capacity of pool {pool} below configured ({effective}/{configured}) due to bind/init failures,외견상 여유인데 실수용량 축소,실패 자원 재개설·설정/충돌 확인,X.733,,
,감지,알람,A-QOS-019,capacity_degraded,major,MED_SVR_01,CMP,1,,<pool>,"RTP/PTT 포트 풀 부분·전량 bind 실패 — 설정 대비 용량 축소(pool, configured, actual)",,,,,후보,기동 시 bind 실패 소켓은 로그만 남기고 풀 제외(:1810-1813 relay / :1833-1836 ptt floor / :1857-1860 ptt member) — 설정값 vs 실제 풀 크기 3쌍 비교(sticky). leg 당 4소켓 중 1개만 실패해도 전체 자원 폐기(PRtpRelay.cpp:18-33 — 8포트 단위 손실). 요약 로그(:1816 등)만 실제 크기를 찍고 코드 내 비교·보고 지점 없음. QOS-002 의 ptt total<=0 사각 커버
,감지,알람,A-QOS-019,capacity_degraded,major,MED_SVR_01,CMP,1,,epoll,epoll 등록 실패 소켓이 풀에 잔류 — 배정 시 해당 호 무음(부분 무중계),,,,,후보,epollAddHandler 가 epfd<0 이면 조용히 return(:1760)·epoll_ctl ADD 실패는 LOG_ERROR 만(:1766-1767)인데 initResourcePool 계열(:1808-1809·:1831-1832·:1855-1856)은 등록 성공 여부와 무관하게 풀 등록. bind 성공+epoll 미등록 조합은 bind 실패 행·리액터 사망 행 모두의 사각 — 등록 실패 fd 수 >0 전이(sticky)
MRF,정의,알람,A-COM-011,connection_lost,major,,,,CSP,csp,제어 주체(CSP — AS/CSCF 역할) 제어 채널 무통신,Controller (CSP) channel silent: no control traffic for {secs}s,제어/통지 단절 — 신규 세션 수립 불가,제어 채널·상대 프로세스 확인,vIBCF F500A,,
,감지,알람,A-COM-011,connection_lost,major,MED_SVR_01,CMP,1,CSP_01,csp,CSP 제어채널 무통신(HEARTBEAT 두절) — 제어/통지 단절,,,,,후보(선행 필요),마지막 수신 시각 필드 자체가 없음 — 타임스탬프 + fmMonitorLoop 판정(예 15s 무수신) 신설 선행. CSP 측 대칭 관측(CMP endpoint 두절)은 CSP 행에 기존재. 대체/보완 신호로 csp/events 행(pending_events 기성 카운터) 참조
,감지,알람,A-COM-011,connection_lost,major,MED_SVR_01,CMDP,1,CSP_01,csp,제어 datagram 무수신 지속(CSP 침묵) — 제어/통지 단절,,,,,후보,CSP CmdpClient 가 3s 주기 HEARTBEAT 상시 발신(csp/CmdpClient.cpp:384-411)하므로 cmdp 는 수신 침묵만으로 판정 가능 — _lastCtrlRxAt 갱신 1줄(:199 부근) + timeoutLoop(:862-869) 평가. 15s(=5×3s) 무수신 open / 제어 datagram 1건 수신 close. 무트래픽 구간 커버의 정본(ack 소진 행은 트래픽 구동)
MRF,정의,알람,A-COM-012,delivery_failed,major,,,,CSP,csp/events,제어 주체(CSP)로의 이벤트 통지 적체/유실 지속,"Event delivery to controller (CSP) backlogged: {pending} pending, {dropped} dropped",미디어 사건이 호 제어에 미반영,적체 원인(ack 유실·상대 미학습) 확인,vIBCF F500C~E(지속 축),,
,감지,알람,A-COM-012,delivery_failed,major,MED_SVR_01,CMP,1,CSP_01,csp/events,CSP 이벤트 채널 적체/유실 지속 — floor/미디어 이벤트 통지 미도달,,,,,후보,STATS pending_events 기성(:693). emitEvent 는 CSP 미학습 시 통째 drop(:386)·5회 재전송 후 폐기(:448-451). 재전송이 timeoutLoop 의존이라 SessionTimeout<=0 이면 무한 증가. pending_events>N 이 M초 지속 open. CMDP 의 ack 소진 행과 동형 — 선행 구현 거의 불요
,감지,알람,A-COM-012,delivery_failed,major,MED_SVR_01,CMDP,1,CSP_01,csp/events,CSP 이벤트 채널 ack 소진 지속 — 수신 완료 통지 유실,,,,,후보,재전송 1s×5 소진 drop(PCmdpServer.cpp:545-560 — 카운터 없음·LOG_WARN 만) 연속 N건 → open / ack 수신(:216-220) close. CSP endpoint 미학습 폐기(:513-518)는 params 병합. 트래픽 구동 관측 — 무트래픽 커버는 제어 무수신 행이 담당(구 서술 '유일한 피어 두절 관측점'은 부정확)
